date,control point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,HKD2CNY,平均温度(°F),平均风速(knots),降水量(in)
4/8/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Hung Hom,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Hung Hom,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Lo Wu,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Lo Wu,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,24,3,0,27,1.0971,68.6,2.4,0
4/8/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,24,2,1,27,1.0971,68.6,2.4,0
4/8/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Lok Ma Chau,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Man Kam To,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Man Kam To,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Sha Tau Kok,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Shenzhen Bay,Arrival,587,96,1,684,1.0971,68.6,2.4,0
4/8/2020,Shenzhen Bay,Departure,314,77,3,394,1.0971,68.6,2.4,0
4/8/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,China Ferry Terminal,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Harbour Control,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Harbour Control,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0971,68.6,2.4,0
4/8/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0971,68.6,2.4,0
4/9/2020,Airport,Arrival,439,0,17,456,1.0984,70.3,2.3,0
4/9/2020,Airport,Departure,189,3,39,231,1.0984,70.3,2.3,0
4/9/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Hung Hom,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Hung Hom,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Lo Wu,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Lo Wu,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,33,8,0,41,1.0984,70.3,2.3,0
4/9/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,16,7,2,25,1.0984,70.3,2.3,0
4/9/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Lok Ma Chau,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Man Kam To,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Man Kam To,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Sha Tau Kok,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Shenzhen Bay,Arrival,584,85,1,670,1.0984,70.3,2.3,0
4/9/2020,Shenzhen Bay,Departure,349,122,3,474,1.0984,70.3,2.3,0
4/9/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,China Ferry Terminal,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Harbour Control,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Harbour Control,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0984,70.3,2.3,0
4/9/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0984,70.3,2.3,0
4/10/2020,Airport,Arrival,811,9,39,859,1.0984,71.4,4.8,0
4/10/2020,Airport,Departure,503,20,74,597,1.0984,71.4,4.8,0
4/10/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Hung Hom,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Hung Hom,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Lo Wu,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Lo Wu,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,36,6,0,42,1.0984,71.4,4.8,0
4/10/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,16,3,3,22,1.0984,71.4,4.8,0
4/10/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Lok Ma Chau,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Man Kam To,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Man Kam To,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Sha Tau Kok,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Shenzhen Bay,Arrival,613,131,1,745,1.0984,71.4,4.8,0
4/10/2020,Shenzhen Bay,Departure,397,129,1,527,1.0984,71.4,4.8,0
4/10/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,China Ferry Terminal,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Harbour Control,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Harbour Control,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0984,71.4,4.8,0
4/10/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0984,71.4,4.8,0
4/11/2020,Airport,Arrival,220,0,8,228,1.0984,71.2,4.3,0
4/11/2020,Airport,Departure,195,4,33,232,1.0984,71.2,4.3,0
4/11/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Hung Hom,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Hung Hom,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Lo Wu,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Lo Wu,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,22,9,4,35,1.0984,71.2,4.3,0
4/11/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,23,2,2,27,1.0984,71.2,4.3,0
4/11/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Lok Ma Chau,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Man Kam To,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Man Kam To,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Sha Tau Kok,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Shenzhen Bay,Arrival,590,102,5,697,1.0984,71.2,4.3,0
4/11/2020,Shenzhen Bay,Departure,306,58,2,366,1.0984,71.2,4.3,0
4/11/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,China Ferry Terminal,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Harbour Control,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Harbour Control,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0984,71.2,4.3,0
4/11/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0984,71.2,4.3,0
4/12/2020,Airport,Arrival,544,4,24,572,1.0984,68.7,7.6,0.16
4/12/2020,Airport,Departure,352,30,54,436,1.0984,68.7,7.6,0.16
4/12/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Hung Hom,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Hung Hom,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Lo Wu,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Lo Wu,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,49,4,1,54,1.0984,68.7,7.6,0.16
4/12/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,10,0,0,10,1.0984,68.7,7.6,0.16
4/12/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Lok Ma Chau,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Man Kam To,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Man Kam To,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Sha Tau Kok,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Shenzhen Bay,Arrival,455,99,1,555,1.0984,68.7,7.6,0.16
4/12/2020,Shenzhen Bay,Departure,258,57,1,316,1.0984,68.7,7.6,0.16
4/12/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,China Ferry Terminal,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Harbour Control,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Harbour Control,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0984,68.7,7.6,0.16
4/12/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0984,68.7,7.6,0.16
4/13/2020,Airport,Arrival,395,1,18,414,1.0984,67.5,2.9,0
4/13/2020,Airport,Departure,71,6,28,105,1.0984,67.5,2.9,0
4/13/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Hung Hom,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Hung Hom,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Lo Wu,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Lo Wu,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,51,3,0,54,1.0984,67.5,2.9,0
4/13/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,17,1,1,19,1.0984,67.5,2.9,0
4/13/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Lok Ma Chau,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Man Kam To,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Man Kam To,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Sha Tau Kok,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Shenzhen Bay,Arrival,511,98,5,614,1.0984,67.5,2.9,0
4/13/2020,Shenzhen Bay,Departure,273,72,4,349,1.0984,67.5,2.9,0
4/13/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,China Ferry Terminal,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Harbour Control,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Harbour Control,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0984,67.5,2.9,0
4/13/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0984,67.5,2.9,0
4/14/2020,Airport,Arrival,430,7,10,447,1.0983,67.5,2,0
4/14/2020,Airport,Departure,150,10,50,210,1.0983,67.5,2,0
4/14/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Hung Hom,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Hung Hom,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Lo Wu,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Lo Wu,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,36,4,1,41,1.0983,67.5,2,0
4/14/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,21,5,3,29,1.0983,67.5,2,0
4/14/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Lok Ma Chau,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Man Kam To,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Man Kam To,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Sha Tau Kok,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Shenzhen Bay,Arrival,588,70,0,658,1.0983,67.5,2,0
4/14/2020,Shenzhen Bay,Departure,275,64,1,340,1.0983,67.5,2,0
4/14/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,China Ferry Terminal,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Harbour Control,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Harbour Control,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0983,67.5,2,0
4/14/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0983,67.5,2,0
4/15/2020,Airport,Arrival,481,2,16,499,1.0976,70.2,2.8,0
4/15/2020,Airport,Departure,331,12,60,403,1.0976,70.2,2.8,0
4/15/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Hung Hom,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Hung Hom,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Lo Wu,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Lo Wu,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,33,4,1,38,1.0976,70.2,2.8,0
4/15/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,17,3,0,20,1.0976,70.2,2.8,0
4/15/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Lok Ma Chau,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Man Kam To,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Man Kam To,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Sha Tau Kok,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Shenzhen Bay,Arrival,613,93,1,707,1.0976,70.2,2.8,0
4/15/2020,Shenzhen Bay,Departure,240,69,2,311,1.0976,70.2,2.8,0
4/15/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,China Ferry Terminal,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Harbour Control,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Harbour Control,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0976,70.2,2.8,0
4/15/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0976,70.2,2.8,0
4/16/2020,Airport,Arrival,397,1,19,417,1.0961,73.7,2.2,0
4/16/2020,Airport,Departure,147,15,24,186,1.0961,73.7,2.2,0
4/16/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Hung Hom,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Hung Hom,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Lo Wu,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Lo Wu,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,26,2,0,28,1.0961,73.7,2.2,0
4/16/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,11,0,1,12,1.0961,73.7,2.2,0
4/16/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Lok Ma Chau,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Man Kam To,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Man Kam To,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Sha Tau Kok,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Shenzhen Bay,Arrival,527,81,3,611,1.0961,73.7,2.2,0
4/16/2020,Shenzhen Bay,Departure,223,56,0,279,1.0961,73.7,2.2,0
4/16/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,China Ferry Terminal,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Harbour Control,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Harbour Control,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0961,73.7,2.2,0
4/16/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0961,73.7,2.2,0
4/17/2020,Airport,Arrival,820,6,20,846,1.0957,74,2.8,0
4/17/2020,Airport,Departure,507,15,80,602,1.0957,74,2.8,0
4/17/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Hung Hom,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Hung Hom,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Lo Wu,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Lo Wu,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Lok Ma Chau Spur Line,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,24,4,2,30,1.0957,74,2.8,0
4/17/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,27,2,2,31,1.0957,74,2.8,0
4/17/2020,Lok Ma Chau,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Lok Ma Chau,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Man Kam To,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Man Kam To,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Sha Tau Kok,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Sha Tau Kok,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Shenzhen Bay,Arrival,519,77,4,600,1.0957,74,2.8,0
4/17/2020,Shenzhen Bay,Departure,180,54,4,238,1.0957,74,2.8,0
4/17/2020,China Ferry Terminal,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,China Ferry Terminal,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Harbour Control,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Harbour Control,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Kai Tak Cruise Terminal,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Kai Tak Cruise Terminal,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Macau Ferry Terminal,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Macau Ferry Terminal,Departure,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.0957,74,2.8,0
4/17/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.0957,74,2.8,0
4/18/2020,Airport,Arrival,373,9,14,396,1.0957,76.3,2.5,0
4/18/2020,Airport,Departure,336,19,67,422,1.0957,76.3,2.5,0
4/18/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Hung Hom,Arrival,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Hung Hom,Departure,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Lo Wu,Arrival,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Lo Wu,Departure,0,0,0,0,1.0957,76.3,2.5,0
4/18/2020,Lok Ma Chau Spur Line,Arrival,0,0,0,0,1.0957,76.3,2.5,0
